Common Name,Scientific Name,Museum Counts,Citizen Science Counts
NoCommonName,Cymatophora approximaria,NaN,9
Soldier,Danaus Eresimus,NaN,2
Queen,Danaus Gilippus,NaN,146
Monarch,Danaus Plexippus,4,4464
NoCommonName,Darapsa choerilus,0,23
NoCommonName,Darapsa myron,8,33
NoCommonName,Darapsa versicolor,0,1
NoCommonName,Dasychira atrivenosa,NaN,3
NoCommonName,Dasychira basiflava,NaN,15
NoCommonName,Dasychira dorsipennata,NaN,3
NoCommonName,Dasychira manto,NaN,11
NoCommonName,Dasychira meridionalis,NaN,2
NoCommonName,Dasychira obliquata,0,20
NoCommonName,Dasychira plagiata,NaN,2
NoCommonName,Dasychira tephra,NaN,21
NoCommonName,Dasychira vagans,NaN,2
NoCommonName,Datana angusii,0,42
NoCommonName,Datana contracta,1,32
NoCommonName,Datana integerrima,3,43
NoCommonName,Datana major,NaN,6
NoCommonName,Datana ministra,1,24
NoCommonName,Datana perspicua,1,7
NoCommonName,Datana ranaeceps,NaN,1
NoCommonName,Datana unidentified species,NaN,3
NoCommonName,Decantha boreasella,2,7
NoCommonName,Decantha stecia,NaN,1
NoCommonName,Decodes basiplagana,NaN,4
NoCommonName,Deidamia inscriptum,0,24
NoCommonName,Desmia funeralis,3,43
NoCommonName,Desmia maculalis,0,22
NoCommonName,Desmia subdivisalis,NaN,1
NoCommonName,Desmia unidentified species,NaN,11
NoCommonName,Diachorisia velatella,NaN,1
NoCommonName,Diacme adipaloides,NaN,9
NoCommonName,Diacme elealis,0,7
NoCommonName,Diacme unidentified species,NaN,1
NoCommonName,Diaphania costata,NaN,19
NoCommonName,Diasemiodes janassialis,NaN,1
NoCommonName,Diasemiodes nigralis,NaN,2
NoCommonName,Diastictis argyralis,0,1
NoCommonName,Diastictis unidentified species,NaN,4
NoCommonName,Diastictis ventralis,0,1
NoCommonName,Diathrausta harlequinalis,NaN,1
NoCommonName,Diathrausta reconditalis,0,5
NoCommonName,Diatraea crambidoides,NaN,2
NoCommonName,Diatraea evanescens,0,2
NoCommonName,Diatraea lisetta,NaN,9
NoCommonName,Dichomeris aglaia,0,1
NoCommonName,Dichomeris bilobella,NaN,2
NoCommonName,Dichomeris flavocostella,0,2
NoCommonName,Dichomeris georgiella,NaN,2
NoCommonName,Dichomeris heriguronis,NaN,2
NoCommonName,Dichomeris inversella,0,6
NoCommonName,Dichomeris laetitia,NaN,1
NoCommonName,Dichomeris ligulella,11,12
NoCommonName,Dichomeris marginella,NaN,4
NoCommonName,Dichomeris punctidiscella,0,2
NoCommonName,Dichomeris punctipennella,1,5
NoCommonName,Dichomeris setosella,0,1
NoCommonName,Dichomeris unidentified species,NaN,5
NoCommonName,Dichorda iridaria,0,15
NoCommonName,Dicymolomia julianalis,NaN,19
NoCommonName,Digrammia atrofasciata,NaN,2
NoCommonName,Digrammia continuata,1,30
NoCommonName,Digrammia eremiata,0,5
NoCommonName,Digrammia gnophosaria,0,23
NoCommonName,Digrammia ocellinata,1,15
NoCommonName,Digrammia ordinata,0,2
NoCommonName,Dinumma deponens,NaN,15
NoCommonName,Dioryctria clarioralis,0,2
NoCommonName,Dioryctria disclusa,0,1
NoCommonName,Dioryctria pygmaeella,0,1
NoCommonName,Dioryctria taedivorella,0,2
NoCommonName,Dioryctria zimmermani,NaN,1
NoCommonName,Diploschizia impigritella,NaN,7
NoCommonName,Disclisioprocta stellata,4,53
NoCommonName,Dolba hyloeus,0,12
NoCommonName,Doleromorpha porphyria,0,1
NoCommonName,Donacaula longirostrallus,NaN,2
NoCommonName,Donacaula melinellus,NaN,2
NoCommonName,Donacaula unidentified species,NaN,4
NoCommonName,Drasteria grandirena,0,9
NoCommonName,Drepana arcuata,0,26
NoCommonName,Dypterygia rozmani,NaN,2
NoCommonName,Dyseriocrania griseocapitella,NaN,5
NoCommonName,Dysodia oculatana,NaN,1
NoCommonName,Dyspteris abortivaria,0,18
NoCommonName,Dyspyralis illocata,NaN,1
NoCommonName,Dyspyralis nigellus,NaN,8
NoCommonName,Dyspyralis puncticosta,NaN,15
NoCommonName,Eacles imperialis,11,72
NoCommonName,Ecdytolopha insiticiana,0,10
NoCommonName,Ecdytolopha mana,NaN,2
NoCommonName,Ecliptopera atricolorata,0,4
NoCommonName,Ecpyrrhorrhoe puralis,NaN,1
NoCommonName,Ectoedemia quadrinotata,NaN,2
NoCommonName,Ectoedemia rubifoliella,NaN,2
NoCommonName,Ectoedemia trinotata,NaN,2
NoCommonName,Ectoedemia ulmella,NaN,1
NoCommonName,Egira alternans,2,19
NoCommonName,Eido trimaculella,NaN,3
NoCommonName,Elachista illectella,NaN,2
NoCommonName,Elachista unidentified species,NaN,2
NoCommonName,Elaphria alapallida,NaN,7
NoCommonName,Elaphria chalcedonia,NaN,46
NoCommonName,Elaphria cornutinus,NaN,17
NoCommonName,Elaphria festivoides,0,4
NoCommonName,Elaphria georgei,NaN,15
NoCommonName,Elaphria grata,2,77
NoCommonName,Elaphria nucicolora,NaN,1
NoCommonName,Elaphria unidentified species,NaN,3
NoCommonName,Elaphria versicolor,4,51
NoCommonName,Elasmopalpus lignosellus,NaN,11
NoCommonName,Ellida caniplaga,0,2
NoCommonName,Elophila gyralis,0,3
NoCommonName,Elophila icciusalis,0,1
NoCommonName,Elophila obliteralis,0,17
NoCommonName,Elophila tinealis,NaN,2
NoCommonName,Emarginea percara,NaN,2
NoCommonName,Emmelina monodactyla,NaN,8
NoCommonName,Endothenia hebesana,0,6
NoCommonName,Enigmogramma basigera,0,15
NoCommonName,Ennomos magnaria,0,6
NoCommonName,Ennomos subsignaria,NaN,2
Northern Pearly-eye,Enodia Anthedon,0,986
Creole Pearly-eye,Enodia Creola,5,424
Southern Pearly-eye,Enodia Portlandia,1,710
NoCommonName,Enyo lugubris,NaN,3
NoCommonName,Eoparargyractis irroratalis,0,1
NoCommonName,Eoreuma densella,0,4
NoCommonName,Epermenia pimpinella,NaN,3
NoCommonName,Ephestia elutella,NaN,11
NoCommonName,Ephestia kuehniella,NaN,4
NoCommonName,Ephestia unidentified species,NaN,1
NoCommonName,Ephestiodes infimella,NaN,1
NoCommonName,Ephestiodes unidentified species,NaN,4
NoCommonName,Epiblema abruptana,NaN,2
NoCommonName,Epiblema brightonana,NaN,1
NoCommonName,Epiblema infelix,0,1
NoCommonName,Epiblema otiosana,0,9
NoCommonName,Epiblema scudderiana,0,6
NoCommonName,Epiblema strenuana complex,NaN,1
NoCommonName,Epiblema unidentified species,NaN,3
NoCommonName,Epicallima argenticinctella,5,14
NoCommonName,Epiglaea decliva,NaN,5
NoCommonName,Epimecis hortaria,3,138
NoCommonName,Epinotia sotipena,NaN,5
NoCommonName,Epipagis fenestralis,0,8
NoCommonName,Epipaschia superatalis,0,18
NoCommonName,Episemasia solitaria,0,4
NoCommonName,Episimus argutana,0,3
NoCommonName,Episimus tyrius,0,9
NoCommonName,Eralea albalineella,NaN,1
NoCommonName,Erastria coloraria,NaN,12
Early Hairstreak,Erora Laeta,NaN,44
Wild Indigo Duskywing,Erynnis Baptisiae,1,622
Funereal Duskywing,Erynnis Funeralis,NaN,3
Horaces Duskywing,Erynnis Horatius,5,2704
Dreamy Duskywing,Erynnis Icelus,0,524
Mottled Duskywing,Erynnis Martialis,1,95
Zarucco Duskywing,Erynnis Zarucco,2,607
NoCommonName,Estigmene acrea,2,13
NoCommonName,Eubaphe mendica,0,29
NoCommonName,Eublemma minima,NaN,11
NoCommonName,Euchaetes egle,NaN,11
NoCommonName,Euchlaena amoenaria,4,50
NoCommonName,Euchlaena effecta,0,1
NoCommonName,Euchlaena irraria,0,13
NoCommonName,Euchlaena johnsonaria,NaN,4
NoCommonName,Euchlaena marginaria,0,3
NoCommonName,Euchlaena obtusaria,1,19
NoCommonName,Euchlaena pectinaria,1,22
NoCommonName,Euchlaena serrata,0,3
Olympia Marble,Euchloe Olympia,NaN,34
NoCommonName,Eucirroedia pampina,NaN,13
NoCommonName,Euclea delphinii,5,31
NoCommonName,Euclidia cuspidea,NaN,2
NoCommonName,Eucopina cocana,1,4
NoCommonName,Eucopina tocullionana,0,3
NoCommonName,Eucosma argutipunctana,0,1
NoCommonName,Eucosma circulana,NaN,1
NoCommonName,Eucosma giganteana,NaN,1
NoCommonName,Eucosma gomonana,0,1
NoCommonName,Eucosma parmatana,NaN,1
NoCommonName,Eucosma radiatana,0,2
NoCommonName,Eucosma raracana,0,5
NoCommonName,Eucosma rusticana,NaN,1
NoCommonName,Eucosma sombreana,0,1
NoCommonName,Eucosma unidentified species,NaN,2
NoCommonName,Eudarcia eunitariaeella,NaN,1
NoCommonName,Eudeilinia herminiata,0,3
NoCommonName,Eudonia strigalis,NaN,6
NoCommonName,Eudonia unidentified species,NaN,4
NoCommonName,Eudryas grata,3,28
NoCommonName,Eudryas unio,1,7
NoCommonName,Eufidonia notataria,NaN,1
NoCommonName,Eugnosta bimaculana,NaN,3
NoCommonName,Eugnosta sartana,NaN,8
NoCommonName,Eulepte anticostalis,NaN,1
NoCommonName,Eulithis diversilineata,0,43
NoCommonName,Eulogia ochrifrontella,NaN,15
NoCommonName,Eumacaria madopata,0,7
NoCommonName,Eumarozia malachitana,0,16
NoCommonName,Eumorpha achemon,0,2
NoCommonName,Eumorpha fasciatus,0,6
NoCommonName,Eumorpha pandorus,1,21
NoCommonName,Euparthenos nubilis,0,17
Baltimore Checkerspot,Euphydryas Phaeton,NaN,47
Berrys Skipper,Euphyes Berryi,NaN,41
Two-spotted Skipper,Euphyes Bimacula,0,45
Dion Skipper,Euphyes Dion,0,490
Dukes Skipper,Euphyes Dukesi,0,74
Palatka Skipper,Euphyes Pilatka,0,90
Dun Skipper,Euphyes Vestris,1,1743
NoCommonName,Eupithecia columbiata,0,3
NoCommonName,Eupithecia miserulata,2,104
NoCommonName,Eupithecia palpata,0,1
NoCommonName,Eupithecia peckorum,NaN,4
NoCommonName,Eupithecia swettii,NaN,2
NoCommonName,Eupithecia unidentified species,NaN,8
NoCommonName,Euplexia benesimilis,0,5
NoCommonName,Eupsilia cirripalea,NaN,7
NoCommonName,Eupsilia morrisoni,NaN,4
NoCommonName,Eupsilia tristigmata,NaN,5
NoCommonName,Eupsilia unidentified species,NaN,1
NoCommonName,Eupsilia vinulenta,0,16
Variegated Fritillary,Euptoieta Claudia,7,4159
Barred Yellow,Eurema Daira,6,19
NoCommonName,Eusarca confusaria,1,54
NoCommonName,Eusarca fundaria,NaN,1
NoCommonName,Eustixia pupula,0,8
NoCommonName,Eutelia pulcherrimus,NaN,4
NoCommonName,Euthyatira pudens,0,14
NoCommonName,Eutrapela clemataria,9,100
NoCommonName,Euxoa bostoniensis,NaN,1
NoCommonName,Euxoa messoria,NaN,1
NoCommonName,Euzophera ostricolorella,0,18
NoCommonName,Euzophera semifuneralis,0,3
NoCommonName,Evergestis rimosalis,0,5
NoCommonName,Exoteleia pinifoliella,NaN,5
NoCommonName,Exyra fax,0,2
NoCommonName,Exyra ridingsii,0,3
NoCommonName,Exyra semicrocea,0,1
NoCommonName,Fabiola edithella,NaN,1
NoCommonName,Fascista cercerisella,NaN,17
NoCommonName,Fascista quinella,NaN,1
NoCommonName,Feltia geniculata,NaN,1
NoCommonName,Feltia herilis,NaN,25
NoCommonName,Feltia jaculifera,NaN,16
NoCommonName,Feltia subgothica,1,11
NoCommonName,Feltia subterranea,1,32
NoCommonName,Feltia tricosa,1,2
NoCommonName,Feltia unidentified species,NaN,2
Harvester,Feniseca Tarquinius,NaN,502
NoCommonName,Feralia jocosa,NaN,4
NoCommonName,Feralia major,NaN,10
NoCommonName,Filatima biminimaculella ,NaN,3
NoCommonName,Filatima pseudacaciella,0,1
NoCommonName,Fishia illocata,NaN,3
NoCommonName,Fissicrambus haytiellus,0,1
NoCommonName,Fissicrambus mutabilis,3,20
NoCommonName,Fomoria hypericella,NaN,1
NoCommonName,Fulgoraecia exigua,NaN,3
NoCommonName,Fumibotys fumalis,NaN,1
NoCommonName,Furcula borealis,NaN,7
NoCommonName,Gabara distema,0,4
NoCommonName,Gabara obscura,NaN,1
NoCommonName,Gabara pulverosalis,0,1
NoCommonName,Gabara subnivosella,NaN,1
NoCommonName,Gabara unidentified species,NaN,7
NoCommonName,Galasa nigrinodis,0,4
NoCommonName,Galgula partita,2,108
NoCommonName,Galleria mellonella,4,2
NoCommonName,Geina periscelidactylus,0,6
NoCommonName,Geina tenuidactylus,NaN,2
NoCommonName,Geina unidentified species,NaN,1
NoCommonName,Gerdana caritella,NaN,10
NoCommonName,Geshna cannalis,NaN,3
NoCommonName,Givira anna,NaN,5
NoCommonName,Givira francesca,NaN,1
NoCommonName,Glaphyria fulminalis,0,4
NoCommonName,Glaphyria glaphyralis,0,2
NoCommonName,Glaphyria sequistrialis,NaN,8
Silvery Blue,Glaucopsyche Lygdamus,NaN,114
NoCommonName,Glena cribrataria,0,29
NoCommonName,Glena plumosaria,1,21
NoCommonName,Glenoides texanaria,0,48
NoCommonName,Gluphisia septentrionis,NaN,2
NoCommonName,Glyphidocera juniperella,NaN,5
NoCommonName,Glyphidocera lactiflosella,0,4
NoCommonName,Glyphidocera septentrionella,NaN,1
NoCommonName,Glyphodes pyloalis,NaN,17
NoCommonName,Glyptocera consobrinella,NaN,1
NoCommonName,Gnorimoschema gallaeasterella,NaN,1
NoCommonName,Gnorimoschema gallaesolidaginis,0,2
NoCommonName,Gondysia smithii,NaN,5
NoCommonName,Gondysia unidentified species,NaN,1
NoCommonName,Gonioterma mistrella,NaN,4
NoCommonName,Grammia anna,2,12
NoCommonName,Grammia arge,2,7
NoCommonName,Grammia figurata,3,8
NoCommonName,Grammia parthenice,0,19
NoCommonName,Grammia phyllira,3,3
NoCommonName,Grammia placentia,0,1
NoCommonName,Grammia virgo,2,13
NoCommonName,Grapholita interstinctana,NaN,1
NoCommonName,Grapholita packardi,NaN,1
NoCommonName,Grapholita prunivora,NaN,3
NoCommonName,Grapholita tristrigana,NaN,3
NoCommonName,Gretchena amatana,0,5
NoCommonName,Gretchena bolliana,0,13
NoCommonName,Gueneria similaria,5,7
NoCommonName,Gymnandrosoma punctidiscanum,2,19
NoCommonName,Haematopis grataria,1,24
NoCommonName,Hahncappsia mancalis,0,2
NoCommonName,Hahncappsia unidentified species,NaN,4
NoCommonName,Haimbachia placidella,NaN,2
NoCommonName,Haimbachia squamulella,0,2
NoCommonName,Halysidota cinctipes,NaN,1
NoCommonName,Halysidota harrisii,NaN,10
NoCommonName,Halysidota tessellaris,6,99
NoCommonName,Halysidota unidentified species,NaN,9
NoCommonName,Haploa clymene,2,36
NoCommonName,Haploa colona,0,1
NoCommonName,Haploa contigua,0,7
NoCommonName,Haploa lecontei,3,7
NoCommonName,Harrisimemna trisignata,0,10
NoCommonName,Harrisina americana,NaN,15
NoCommonName,Helicoverpa zea,5,34
NoCommonName,Heliocheilus lupatus,NaN,2
NoCommonName,Heliomata infulata,NaN,9
NoCommonName,Heliothis unidentified species,NaN,1
NoCommonName,Heliozela aesella,NaN,1
NoCommonName,Hellinsia balanotes,0,2
NoCommonName,Hellinsia homodactylus,NaN,1
NoCommonName,Hellinsia inquinatus,0,1
NoCommonName,Hellinsia kellicottii,NaN,1
NoCommonName,Hellinsia unidentified species,NaN,5
NoCommonName,Hellula phidilealis,NaN,1
NoCommonName,Hellula rogatalis,NaN,2
NoCommonName,Hemaris diffinis,0,41
NoCommonName,Hemaris thysbe,6,29
NoCommonName,Hemeroplanis scopulepes,NaN,7
Ceraunus Blue,Hemiargus Ceraunus,NaN,3
NoCommonName,Henricus edwardsiana,NaN,6
Intricate Satyr,Hermeuptychia Intricata,NaN,20
NoCommonName,Herpetogramma abdominalis,0,5
NoCommonName,Herpetogramma bipunctalis,NaN,7
NoCommonName,Herpetogramma fluctuosalis,0,3
NoCommonName,Herpetogramma pertextalis,0,15
NoCommonName,Herpetogramma phaeopteralis,0,5
NoCommonName,Herpetogramma sphingealis,0,1
NoCommonName,Herpetogramma theseusalis,0,2
NoCommonName,Herpetogramma thestealis,0,3
NoCommonName,Herpetogramma unidentified species,NaN,2
Dotted Skipper,Hesperia Attalus,0,98
Meskes Skipper,Hesperia Meskei,17,122
Cobweb Skipper,Hesperia Metea,2,94
Indian Skipper,Hesperia Sassacus,NaN,71
NoCommonName,Hesperumia sulphuraria,NaN,1
NoCommonName,Heterocampa biundata,1,64
NoCommonName,Heterocampa guttivitta,0,86
NoCommonName,Heterocampa subrotata,NaN,11
NoCommonName,Heterocampa umbrata,2,66
NoCommonName,Heterocampa varia,NaN,2
NoCommonName,Heterogenea shurtleffi,NaN,2
NoCommonName,Heteropacha rileyana,NaN,3
NoCommonName,Heterophleps triguttaria,1,9
NoCommonName,Hethemia pistasciaria,NaN,13
NoCommonName,Himella fidelis,NaN,14
NoCommonName,Holophysis emblemella,0,4
NoCommonName,Homadaula anisocentra,NaN,14
NoCommonName,Homeosoma-Phycitodes unidentified species,NaN,2
NoCommonName,Homochlodes disconventa,0,1
NoCommonName,Homoeosoma electella,0,4
NoCommonName,Homophoberia apicosa,0,17
NoCommonName,Homophoberia cristata,NaN,1
NoCommonName,Homorthodes lindseyi,NaN,20
NoCommonName,Homosetia argentinotella,NaN,3
NoCommonName,Homosetia costisignella,NaN,2
NoCommonName,Homostinea curviliniella,NaN,7
NoCommonName,Horisme intestinata,0,21
NoCommonName,Hulda impudens,0,1
NoCommonName,Hyalophora cecropia,5,16
NoCommonName,Hydrelia inornata,0,1
NoCommonName,Hydriomena pluviata,0,7
NoCommonName,Hydriomena renunciata,NaN,1
NoCommonName,Hydriomena transfigurata,NaN,5
NoCommonName,Hydriomena unidentified species,NaN,10
Fiery Skipper,Hylephila Phyleus,3,4386
NoCommonName,Hyles lineata,1,11
NoCommonName,Hymenia perspectalis,1,17
NoCommonName,Hypagyrtis esther,0,64
NoCommonName,Hyparpax aurora,0,13
NoCommonName,Hyparpax perophoroides,NaN,1
NoCommonName,Hypena abalienalis,NaN,12
NoCommonName,Hypena baltimoralis,1,75
NoCommonName,Hypena bijugalis,0,18
NoCommonName,Hypena eductalis,NaN,3
NoCommonName,Hypena humuli,0,1
NoCommonName,Hypena madefactalis,1,28
NoCommonName,Hypena manalis,NaN,22
NoCommonName,Hypena minualis,NaN,2
NoCommonName,Hypena palparia,1,20
NoCommonName,Hypena scabra,8,128
NoCommonName,Hypena sordidula,NaN,1
NoCommonName,Hypenodes caducus,NaN,2
NoCommonName,Hypenodes fractilinea,NaN,16
NoCommonName,Hypenula cacuminalis,NaN,1
NoCommonName,Hypercompe scribonia,2,16
NoCommonName,Hyperstrotia flaviguttata,NaN,5
NoCommonName,Hyperstrotia pervertens,1,47
NoCommonName,Hyperstrotia secta,2,34
NoCommonName,Hyperstrotia villificans,0,52
NoCommonName,Hyphantria cunea,2,51
Mimic,Hypolimnas Misippus,NaN,5
NoCommonName,Hypomecis gnopharia,NaN,8
NoCommonName,Hypomecis longipectinaria,NaN,10
NoCommonName,Hypomecis umbrosaria,NaN,27
NoCommonName,Hypomecis unidentified species,NaN,4
NoCommonName,Hypoprepia fucosa,3,97
NoCommonName,Hypoprepia miniata,0,10
NoCommonName,Hyppa xylinoides,0,1
NoCommonName,Hypsopygia binodulalis,1,7
NoCommonName,Hypsopygia costalis,0,1
NoCommonName,Hypsopygia olinalis,2,41
NoCommonName,Hypsopygia unidentified species,NaN,4
NoCommonName,Hypsoropha hormos,2,38
NoCommonName,Hypsoropha monilis,0,8
NoCommonName,Idaea bonifata,NaN,1
NoCommonName,Idaea demissaria,1,33
NoCommonName,Idaea furciferata,0,9
NoCommonName,Idaea obfusaria,0,16
NoCommonName,Idaea productata,NaN,5
NoCommonName,Idaea scintillularia,NaN,12
NoCommonName,Idaea tacturata,0,2
NoCommonName,Idaea violacearia,NaN,1
NoCommonName,Idia aemula,4,108
NoCommonName,Idia denticulalis,1,8
NoCommonName,Idia diminuendis,NaN,2
NoCommonName,Idia forbesii,0,27
NoCommonName,Idia julia,1,42
NoCommonName,Idia laurentii,0,2
NoCommonName,Idia lubricalis,3,32
NoCommonName,Idia majoralis,NaN,1
NoCommonName,Idia rotundalis,2,65
NoCommonName,Idia scobialis,NaN,7
NoCommonName,Ilexia intractata,4,64
NoCommonName,Inga cretacea,NaN,2
NoCommonName,Inga sparsiciliella,0,14
NoCommonName,Inguromorpha basalis,NaN,1
NoCommonName,Iodopepla u-album,NaN,12
NoCommonName,Ipimorpha pleonectusa,NaN,2
NoCommonName,Iridopsis defectaria,1,102
NoCommonName,Iridopsis humaria,0,6
NoCommonName,Iridopsis larvaria,0,41
NoCommonName,Iridopsis pergracilis,NaN,2
NoCommonName,Iridopsis vellivolata,0,26
NoCommonName,Isa textula,NaN,27
NoCommonName,Isochaetes beutenmuelleri,NaN,17
NoCommonName,Isogona tenuis,NaN,13
NoCommonName,Isoparce cupressi,0,1
Common Buckeye,Junonia Coenia,14,6959
NoCommonName,Kearfottia albifasciella,0,5
NoCommonName,Keiferia inconspicuella,NaN,2
NoCommonName,Lacanobia subjuncta,NaN,1
NoCommonName,Lacinipolia anguina,NaN,5
NoCommonName,Lacinipolia explicata,11,16
NoCommonName,Lacinipolia implicata,4,19
NoCommonName,Lacinipolia laudabilis,0,21
NoCommonName,Lacinipolia meditata,4,6
NoCommonName,Lacinipolia renigera,1,40
NoCommonName,Lacinipolia teligera,NaN,1
NoCommonName,Lacosoma chiridota,NaN,35
NoCommonName,Laetilia coccidivora,NaN,1
NoCommonName,Laetilia fiskella,0,2
NoCommonName,Laetilia unidentified species,NaN,2
NoCommonName,Lagoa crispata,3,70
NoCommonName,Lambdina canitiaria,NaN,1
NoCommonName,Lambdina fervidaria,0,33
NoCommonName,Lambdina fiscellaria,0,1
NoCommonName,Lambdina pellucidaria,NaN,32
NoCommonName,Lapara bombycoides,0,5
NoCommonName,Lapara coniferarum,1,57
NoCommonName,Larisa subsolana,NaN,3
NoCommonName,Lascoria ambigualis,0,41
NoCommonName,Ledaea perditalis,NaN,19
NoCommonName,Leptostales ferruminaria,NaN,5
NoCommonName,Leptostales pannaria,NaN,4
NoCommonName,Leptosteges vestaliella,NaN,1
Cassius Blue,Leptotes Cassius,NaN,3
Clouded Skipper,Lerema Accius,6,3624
Eufala Skipper,Lerodea Eufala,0,477
NoCommonName,Lesmone detrahens,0,45
NoCommonName,Leucania adjuta,NaN,50
NoCommonName,Leucania extincta,0,1
NoCommonName,Leucania inermis,NaN,5
NoCommonName,Leucania linda,0,34
NoCommonName,Leucania phragmitidicola,0,1
NoCommonName,Leucania pseudargyria,0,4
NoCommonName,Leucania scirpicola,0,5
NoCommonName,Leucania subpunctata,NaN,3
NoCommonName,Leucania unidentified species,NaN,8
NoCommonName,Leucania ursula,NaN,6
NoCommonName,Leucanopsis longa,NaN,14
NoCommonName,Leuconycta diphteroides,2,20
Viceroy,Limenitis Archippus,8,1757
Red-spotted Purple,Limenitis Arthemis,4,4502
NoCommonName,Lintneria eremitus,0,2
NoCommonName,Lipocosma septa,NaN,1
NoCommonName,Lipocosma sicalis,0,4
NoCommonName,Lipocosma unidentified species,NaN,1
NoCommonName,Lithacodes fasciola,0,47
NoCommonName,Lithacodia musta,1,19
NoCommonName,Lithophane adipel,NaN,1
NoCommonName,Lithophane antennata,NaN,7
NoCommonName,Lithophane bethunei,NaN,5
NoCommonName,Lithophane disposita,8,2
NoCommonName,Lithophane grotei,NaN,5
NoCommonName,Lithophane innominata,NaN,2
NoCommonName,Lithophane laceyi,NaN,3
NoCommonName,Lithophane laticinerea,NaN,1
NoCommonName,Lithophane lemmeri,NaN,1
NoCommonName,Lithophane patefacta,NaN,30
NoCommonName,Lithophane petulca,NaN,2
NoCommonName,Lithophane querquera,NaN,1
NoCommonName,Lithophane signosa,NaN,1
NoCommonName,Lithophane unidentified species,NaN,1
NoCommonName,Lithophane unimoda,NaN,2
NoCommonName,Lithophane viridipallens,NaN,9
NoCommonName,Lobocleta ossularia,NaN,7
NoCommonName,Lobocleta peralbata,NaN,8
NoCommonName,Lobocleta plemyraria,NaN,1
NoCommonName,Lochmaeus bilineata,NaN,77
NoCommonName,Lochmaeus manteo,4,61
NoCommonName,Lochmaeus unidentified species,NaN,6
NoCommonName,Lomographa semiclarata,0,3
NoCommonName,Lomographa vestaliata,1,33
NoCommonName,Lophocampa maculata,0,1
NoCommonName,Lophosis labeculata,NaN,14
NoCommonName,Loxostege commixtalis,0,1
NoCommonName,Loxostegopsis merrickalis,3,15
NoCommonName,Lycia ypsilon,NaN,1
NoCommonName,Lycomorpha pholus,0,6
NoCommonName,Lytrosis heitzmanorum,NaN,2
NoCommonName,Lytrosis permagnaria,0,7
NoCommonName,Lytrosis sinuosa,NaN,4
NoCommonName,Lytrosis unitaria,0,13
NoCommonName,Macalla zelleri,2,2
NoCommonName,Macaria aemulataria,3,67
NoCommonName,Macaria aequiferaria,0,12
NoCommonName,Macaria bicolorata,10,68
NoCommonName,Macaria bisignata,0,7
NoCommonName,Macaria carpo,NaN,1
NoCommonName,Macaria distribuaria,0,2
NoCommonName,Macaria fissinotata,0,6
NoCommonName,Macaria granitata,2,32
NoCommonName,Macaria minorata,0,2
NoCommonName,Macaria oweni,NaN,1
NoCommonName,Macaria promiscuata,0,25
NoCommonName,Macaria transitaria,1,63
NoCommonName,Macaria unidentified species,NaN,3
NoCommonName,Machimia tentoriferella,19,13
NoCommonName,Macrochilo absorptalis,NaN,1
NoCommonName,Macrochilo hypocritalis,NaN,20
NoCommonName,Macrochilo litophora,0,13
NoCommonName,Macrochilo louisiana,NaN,1
NoCommonName,Macrochilo orciferalis,0,3
NoCommonName,Macronoctua onusta,NaN,1
NoCommonName,Macrorrhinia endonephele,0,2
NoCommonName,Macrurocampa marthesia,3,73
NoCommonName,Magusa divaricata,NaN,2
NoCommonName,Magusa orbifera,NaN,1
NoCommonName,Malacosoma disstria,0,27
NoCommonName,Maliattha synochitis,NaN,6
NoCommonName,Manduca jasminearum,1,6
NoCommonName,Manduca quinquemaculatus,0,7
NoCommonName,Manduca rustica,NaN,7
NoCommonName,Manduca sexta,0,22
NoCommonName,Marathyssa basalis,NaN,5
NoCommonName,Marathyssa inficita,1,13
NoCommonName,Marimatha nigrofimbria,2,100
NoCommonName,Marmara cf. apocynella,NaN,1
NoCommonName,Marmara fasciella,NaN,1
NoCommonName,Marmara fraxinicola,NaN,3
NoCommonName,Marmara smilacisella,NaN,1
NoCommonName,Marmara viburnella,NaN,4
NoCommonName,Martyringa latipennis,0,12
NoCommonName,Mea bipunctella,NaN,4
NoCommonName,Mea skinnerella,NaN,1
NoCommonName,Megalographa biloba,0,18
NoCommonName,Megalopyge opercularis,3,38
NoCommonName,Meganola minuscula,0,11
NoCommonName,Meganola phylla,1,48
NoCommonName,Meganola spodia,0,4
Cofaqui Giant-Skipper,Megathymus Cofaqui,NaN,4
Yucca Giant-Skipper,Megathymus Yuccae,0,162
Little Wood-Satyr,Megisto Cymela,9,1208
NoCommonName,Melanapamea mixta,NaN,1
NoCommonName,Melanchra adjuncta,0,1
NoCommonName,Melanocinclis lineigera,NaN,2
NoCommonName,Melanolophia canadaria,2,123
NoCommonName,Melanolophia signataria,0,46
NoCommonName,Melanolophia unidentified species,NaN,5
NoCommonName,Melanomma auricinctaria,NaN,3
NoCommonName,Melipotis jucunda,2,2
NoCommonName,Melittia cucurbitae,NaN,3
NoCommonName,Mellilla xanthometata,NaN,19
NoCommonName,Menesta melanella,NaN,1
NoCommonName,Meropleon cosmion,NaN,4
NoCommonName,Meropleon diversicolor,NaN,3
NoCommonName,Meropleon titan,NaN,4
NoCommonName,Meroptera pravella,NaN,1
NoCommonName,Mesapamea fractilinea,NaN,4
NoCommonName,Mesophleps adustipennis,NaN,6
NoCommonName,Metalectra discalis,4,35
NoCommonName,Metalectra quadrisignata,0,15
