Sample,Species,GroundArboreal,Native/Alien,DateCollectedStart,DateCollectedEnd,Place,MuseumBerlese,Disturbance,HabitatCategory,LocLatitude,LocLongitude,CollectorShort,Year
119,Hypoponera.opacior,G,native,17-Jun-65,17-Jun-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
119,Hypoponera.punctatissima,G,alien,17-Jun-65,17-Jun-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
119,Pheidole.bilimeki,G,alien,17-Jun-65,17-Jun-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
119,Solenopsis.diplo,G,NA,17-Jun-65,17-Jun-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Crematogaster.minutissima,G,native,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Hypoponera.opaciceps,G,alien,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Hypoponera.opacior,G,native,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Nylanderia.arenivaga,G,native,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Pheidole.bilimeki,G,alien,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Pheidole.dentigula,G,native,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
195,Solenopsis.diplo,G,NA,28-Aug-65,28-Aug-65,Collier-Seminole SP,museum,U,H,25.99117,-81.5939,W. R. Suter,1965
416,Pseudomyrmex.seminole,A,native,1977,1977,Osceola NF,museum,,,30.201167,-82.4545,,1977
476,Brachymyrmex.depilis,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Eurhopalothrix.floridana,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Hypoponera.opacior,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Hypoponera.punctatissima,G,alien,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Nylanderia.concinna,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Nylanderia.wojciki,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Odontomachus.brunneus,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Pheidole.bilimeki,G,alien,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Pheidole.dentata,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Pheidole.dentigula,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Pheidole.navigans,G,alien,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Pseudoneoponera.stigma,G,alien,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Solenopsis.diplo,G,NA,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
476,Strumigenys.louisianae,G,native,27-Jun-81,27-Jun-81,Collier-Seminole SP,museum,,H,25.99117,-81.5939,S. B. Peck,1981
493,Pseudomyrmex.leptosus,A,native,1982,1982,Payne's Prairie Preserve SP,museum,,,29.520249,-82.293353,,1982
548,Pheidole.dentigula,G,native,1983,1983,Osceola NF,museum,,,30.366667,-82.45,,1983
825,Strumigenys.louisianae,G,native,14-Oct-84,14-Oct-84,Payne's Prairie Preserve SP,museum,,H,29.520249,-82.293353,Clifford Johnson,1984
887,Solenopsis.diplo,G,NA,1985,1985,Collier-Seminole SP,museum,,,25.994697,-81.59252,,1985
1034,Lasius.neoniger,G,native,2-Aug-85,2-Aug-85,Payne's Prairie Preserve SP,museum,,F,29.520249,-82.293353,Clifford Johnson,1985
1043,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1044,Hypoponera.opaciceps,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1044,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1044,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1045,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1045,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1046,Cyphomyrmex.minutus,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1046,Hypoponera.opacior,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1046,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1046,Strumigenys.ornata,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1047,Aphaenogaster.miamiana/carolinensis,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1047,Hypoponera.opacior,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1047,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1047,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1047,Strumigenys.ornata,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1048,Cyphomyrmex.minutus,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1048,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1048,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1049,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1049,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1049,Strumigenys.ornata,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1050,Hypoponera.opaciceps,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1050,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1050,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1051,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1052,Hypoponera.opacior,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1052,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,U,H,27.194199,-82.089477,M. Deyrup,1985
1053,Strumigenys.ornata,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1054,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1055,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1055,Strumigenys.ornata,G,native,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1056,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,berlese,S,H,27.194199,-82.089477,M. Deyrup,1985
1057,Brachymyrmex.depilis,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,U,H,27.194199,-82.089477,M. Deyrup,1985
1057,Hypoponera.opacior,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,U,H,27.194199,-82.089477,M. Deyrup,1985
1057,Pheidole.dentigula,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,U,H,27.194199,-82.089477,M. Deyrup,1985
1057,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,museum,U,H,27.194199,-82.089477,M. Deyrup,1985
1058,Hypoponera.punctatissima,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,FW,27.194199,-82.089477,M. Deyrup,1985
1058,Pheidole.navigans,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,FW,27.194199,-82.089477,M. Deyrup,1985
1059,Aphaenogaster.miamiana/carolinensis,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Brachymyrmex.depilis,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Brachymyrmex.obscurior,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Camponotus.castaneus,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Camponotus.floridanus,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Crematogaster.pilosa,A,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Cyphomyrmex.minutus,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Hypoponera.opacior,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Pheidole.dentigula,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Pseudomyrmex.ejectus,A,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Pseudomyrmex.gracilis,A,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1059,Solenopsis.diplo,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,museum,,H,27.194199,-82.089477,M. Deyrup,1985
1060,Camponotus.decipiens,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Cardiocondyla.emeryi,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Cardiocondyla.minutior,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Cardiocondyla.wroughtonii,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Crematogaster.ashmeadi,G,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Hypoponera.opaciceps,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Monomorium.sp.,G,NA,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Pseudomyrmex.cubaensis,A,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Pseudomyrmex.ejectus,A,native,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Solenopsis.invicta,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1060,Xenomyrmex.floridanus,G,alien,25-Sep-85,25-Sep-85,Longino Ranch,museum,,F,27.194199,-82.089477,M. Deyrup,1985
1325,Nylanderia.bourbonica,G,alien,1986,1986,Collier-Seminole SP,museum,,,25.994697,-81.59252,,1986
1325,Pheidole.bilimeki,G,alien,1986,1986,Collier-Seminole SP,museum,,,25.994697,-81.59252,,1986
1325,Wasmannia.auropunctata,G,alien,1986,1986,Collier-Seminole SP,museum,,,25.994697,-81.59252,,1986
1325,Xenomyrmex.floridanus,G,alien,1986,1986,Collier-Seminole SP,museum,,,25.994697,-81.59252,,1986
1472,Aphaenogaster.miamiana/carolinensis,G,native,17-May-86,17-May-86,Payne's Prairie Preserve SP,museum,,H,29.520249,-82.293353,James C. Trager,1986
1485,Pheidole.dentigula,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1485,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1485,Strumigenys.emmae,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1486,Hypoponera.opaciceps,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1486,Odontomachus.brunneus,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1487,Pheidole.bilimeki,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1487,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1487,Strumigenys.louisianae,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1488,Eurhopalothrix.floridana,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1488,Pheidole.bilimeki,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1488,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1489,Eurhopalothrix.floridana,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1489,Pheidole.bilimeki,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1489,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1490,Hypoponera.opaciceps,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1490,Pheidole.dentigula,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1490,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1490,Strumigenys.louisianae,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1491,Odontomachus.brunneus,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1491,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1491,Strumigenys.emmae,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1492,no ants.no ants,,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1493,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1494,no ants.no ants,,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1495,Pheidole.dentigula,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1496,Brachymyrmex.depilis,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1496,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Camponotus.floridanus,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Crematogaster.ashmeadi,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Hypoponera.opacior,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Nylanderia.bourbonica,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Pseudomyrmex.ejectus,A,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Pseudomyrmex.gracilis,A,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Solenopsis.geminata,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Tapinoma.litorale,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Wasmannia.auropunctata,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1497,Xenomyrmex.floridanus,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Camponotus.floridanus,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Crematogaster.ashmeadi,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Eurhopalothrix.floridana,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Solenopsis.diplo,G,NA,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Strumigenys.emmae,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Strumigenys.louisianae,G,native,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1498,Xenomyrmex.floridanus,G,alien,5-Jun-86,5-Jun-86,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1986
1501,no ants.no ants,,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1502,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1503,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1503,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1503,Strumigenys.talpa,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1504,no ants.no ants,,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1505,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1506,Nylanderia.wojciki,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1507,Brachymyrmex.depilis,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1507,Strumigenys.ornata,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1508,no ants.no ants,,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1509,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1509,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1510,Nylanderia.wojciki,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1510,Stigmatomma.pallipes,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1511,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.607391,-82.359957,M. Deyrup,1986
1512,no ants.no ants,,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1513,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1513,Pheidole.dentigula,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1513,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1514,Strumigenys.talpa,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1515,Nylanderia.wojciki,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,berlese,U,H,28.644106,-82.335729,M. Deyrup,1986
1516,Aphaenogaster.lamellidens,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Camponotus.floridanus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Camponotus.sayi,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Cardiocondyla.emeryi,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Crematogaster.ashmeadi,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Cyphomyrmex.rimosus,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Dorymyrmex.bureni,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Odontomachus.brunneus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Pheidole.dentata,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Pheidole.metallescens,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Pogonomyrmex.badius,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Pseudomyrmex.ejectus,A,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Solenopsis.invicta,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Tetramorium.simillimum,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1516,Trachymyrmex.septentrionalis,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1518,Forelius.pruinosus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Monomorium.viridum,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Pheidole.morrisii,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Solenopsis.diplo,G,NA,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Strumigenys.ornata,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Strumigenys.talpa,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Temnothorax.texanus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1518,Trachymyrmex.septentrionalis,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.607391,-82.359957,M. Deyrup,1986
1519,Aphaenogaster.ashmeadi,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Cardiocondyla.minutior,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
